CSDUID,CSD,Period,IndicatorSummaryDescription,AQHI,Health Risk,percent_of_hours
4811061,Edmonton,2017,Air Quality (percent high-quality hours),8,Low Quality,0.034
4811061,Edmonton,2018,Air Quality (percent high-quality hours),8,Low Quality,0.28500000000000003
4811061,Edmonton,2019,Air Quality (percent high-quality hours),8,Low Quality,0.034
4811061,Edmonton,2021,Air Quality (percent high-quality hours),8,Low Quality,0.16
4811061,Edmonton,2022,Air Quality (percent high-quality hours),8,Low Quality,0.011000000000000001
4802012,Lethbridge,2012,Air Quality (percent high-quality hours),8,Low Quality,0.047
4802012,Lethbridge,2015,Air Quality (percent high-quality hours),8,Low Quality,0.318
4802012,Lethbridge,2017,Air Quality (percent high-quality hours),8,Low Quality,0.22200000000000003
4802012,Lethbridge,2018,Air Quality (percent high-quality hours),8,Low Quality,0.295
4802012,Lethbridge,2019,Air Quality (percent high-quality hours),8,Low Quality,0.048
4802012,Lethbridge,2021,Air Quality (percent high-quality hours),8,Low Quality,0.132
4802012,Lethbridge,2022,Air Quality (percent high-quality hours),8,Low Quality,0.013
4802031,Newell County,2021,Air Quality (percent high-quality hours),8,Low Quality,0.08099999999999999
4809010,Caroline,2015,Air Quality (percent high-quality hours),8,Low Quality,0.012
4809010,Caroline,2017,Air Quality (percent high-quality hours),8,Low Quality,0.047
4809010,Caroline,2018,Air Quality (percent high-quality hours),8,Low Quality,0.212
4809010,Caroline,2019,Air Quality (percent high-quality hours),8,Low Quality,0.105
4809010,Caroline,2020,Air Quality (percent high-quality hours),8,Low Quality,0.012
4809010,Caroline,2021,Air Quality (percent high-quality hours),8,Low Quality,0.28500000000000003
4809010,Caroline,2022,Air Quality (percent high-quality hours),8,Low Quality,0.024
4806021,Airdrie,2017,Air Quality (percent high-quality hours),8,Low Quality,0.08099999999999999
4806021,Airdrie,2018,Air Quality (percent high-quality hours),8,Low Quality,0.23900000000000002
4806021,Airdrie,2019,Air Quality (percent high-quality hours),8,Low Quality,0.059000000000000004
4806021,Airdrie,2021,Air Quality (percent high-quality hours),8,Low Quality,0.213
4801006,Medicine Hat,2012,Air Quality (percent high-quality hours),8,Low Quality,0.012
4801006,Medicine Hat,2013,Air Quality (percent high-quality hours),8,Low Quality,0.015
4801006,Medicine Hat,2015,Air Quality (percent high-quality hours),8,Low Quality,0.10300000000000001
4801006,Medicine Hat,2017,Air Quality (percent high-quality hours),8,Low Quality,0.13
4801006,Medicine Hat,2018,Air Quality (percent high-quality hours),8,Low Quality,0.08099999999999999
4801006,Medicine Hat,2019,Air Quality (percent high-quality hours),8,Low Quality,0.034999999999999996
4801006,Medicine Hat,2021,Air Quality (percent high-quality hours),8,Low Quality,0.06999999999999999
4802021,"Taber, M.D.",2021,Air Quality (percent high-quality hours),8,Low Quality,0.14200000000000002
4802021,"Taber, M.D.",2022,Air Quality (percent high-quality hours),8,Low Quality,0.013999999999999999
4806016,Calgary,2013,Air Quality (percent high-quality hours),8,Low Quality,0.034
4806016,Calgary,2014,Air Quality (percent high-quality hours),8,Low Quality,0.023
4806016,Calgary,2015,Air Quality (percent high-quality hours),8,Low Quality,0.10300000000000001
4806016,Calgary,2016,Air Quality (percent high-quality hours),8,Low Quality,0.011000000000000001
4806016,Calgary,2017,Air Quality (percent high-quality hours),8,Low Quality,0.08
4806016,Calgary,2018,Air Quality (percent high-quality hours),8,Low Quality,0.28500000000000003
4806016,Calgary,2019,Air Quality (percent high-quality hours),8,Low Quality,0.046
4806016,Calgary,2021,Air Quality (percent high-quality hours),8,Low Quality,0.13699999999999998
4806016,Calgary,2022,Air Quality (percent high-quality hours),8,Low Quality,0.091
4817026,Northern Sunrise County,2020,Air Quality (percent high-quality hours),8,Low Quality,0.012
4817026,Northern Sunrise County,2021,Air Quality (percent high-quality hours),8,Low Quality,0.041
4819054,Spirit River No. 133,2016,Air Quality (percent high-quality hours),8,Low Quality,0.013999999999999999
4819054,Spirit River No. 133,2017,Air Quality (percent high-quality hours),8,Low Quality,0.055999999999999994
4819054,Spirit River No. 133,2018,Air Quality (percent high-quality hours),8,Low Quality,0.22699999999999998
4819012,Grande Prairie,2011,Air Quality (percent high-quality hours),8,Low Quality,0.051000000000000004
4819012,Grande Prairie,2012,Air Quality (percent high-quality hours),8,Low Quality,0.024
4819012,Grande Prairie,2014,Air Quality (percent high-quality hours),8,Low Quality,0.059000000000000004
4819012,Grande Prairie,2015,Air Quality (percent high-quality hours),8,Low Quality,0.023
4819012,Grande Prairie,2017,Air Quality (percent high-quality hours),8,Low Quality,0.012
4819012,Grande Prairie,2018,Air Quality (percent high-quality hours),8,Low Quality,0.21
4819012,Grande Prairie,2019,Air Quality (percent high-quality hours),8,Low Quality,0.047
4819012,Grande Prairie,2020,Air Quality (percent high-quality hours),8,Low Quality,0.024
4819012,Grande Prairie,2021,Air Quality (percent high-quality hours),8,Low Quality,0.07100000000000001
4819012,Grande Prairie,2022,Air Quality (percent high-quality hours),8,Low Quality,0.049
4811032,Brazeau County,2019,Air Quality (percent high-quality hours),8,Low Quality,0.147
4811032,Brazeau County,2021,Air Quality (percent high-quality hours),8,Low Quality,0.11499999999999999
4811032,Brazeau County,2022,Air Quality (percent high-quality hours),8,Low Quality,0.012
4811034,Parkland County,2012,Air Quality (percent high-quality hours),8,Low Quality,0.034999999999999996
4811034,Parkland County,2015,Air Quality (percent high-quality hours),8,Low Quality,0.058
4811034,Parkland County,2017,Air Quality (percent high-quality hours),8,Low Quality,0.012
4811034,Parkland County,2018,Air Quality (percent high-quality hours),8,Low Quality,0.257
4811034,Parkland County,2019,Air Quality (percent high-quality hours),8,Low Quality,0.023
4811034,Parkland County,2021,Air Quality (percent high-quality hours),8,Low Quality,0.242
4811052,Strathcona County,2015,Air Quality (percent high-quality hours),8,Low Quality,0.068
4811052,Strathcona County,2016,Air Quality (percent high-quality hours),8,Low Quality,0.011000000000000001
4811052,Strathcona County,2017,Air Quality (percent high-quality hours),8,Low Quality,0.023
4811052,Strathcona County,2018,Air Quality (percent high-quality hours),8,Low Quality,0.184
4811052,Strathcona County,2021,Air Quality (percent high-quality hours),8,Low Quality,0.011000000000000001
4811059,Sturgeon County,2017,Air Quality (percent high-quality hours),8,Low Quality,0.012
4811059,Sturgeon County,2018,Air Quality (percent high-quality hours),8,Low Quality,0.302
4811059,Sturgeon County,2019,Air Quality (percent high-quality hours),8,Low Quality,0.065
4811059,Sturgeon County,2021,Air Quality (percent high-quality hours),8,Low Quality,0.08499999999999999
4811059,Sturgeon County,2022,Air Quality (percent high-quality hours),8,Low Quality,0.059000000000000004
4811062,St. Albert,2016,Air Quality (percent high-quality hours),8,Low Quality,0.016
4811062,St. Albert,2017,Air Quality (percent high-quality hours),8,Low Quality,0.023
4811062,St. Albert,2018,Air Quality (percent high-quality hours),8,Low Quality,0.22300000000000003
4811062,St. Albert,2019,Air Quality (percent high-quality hours),8,Low Quality,0.128
4811062,St. Albert,2021,Air Quality (percent high-quality hours),8,Low Quality,0.11900000000000001
4815023,Canmore,2021,Air Quality (percent high-quality hours),8,Low Quality,0.527
4819006,Grande Prairie County No. 1,2011,Air Quality (percent high-quality hours),8,Low Quality,0.051000000000000004
4819006,Grande Prairie County No. 1,2012,Air Quality (percent high-quality hours),8,Low Quality,0.024
4819006,Grande Prairie County No. 1,2014,Air Quality (percent high-quality hours),8,Low Quality,0.039
4819006,Grande Prairie County No. 1,2015,Air Quality (percent high-quality hours),8,Low Quality,0.02
4819006,Grande Prairie County No. 1,2017,Air Quality (percent high-quality hours),8,Low Quality,0.012
4819006,Grande Prairie County No. 1,2018,Air Quality (percent high-quality hours),8,Low Quality,0.182
4819006,Grande Prairie County No. 1,2019,Air Quality (percent high-quality hours),8,Low Quality,0.034999999999999996
4819006,Grande Prairie County No. 1,2020,Air Quality (percent high-quality hours),8,Low Quality,0.012
4819006,Grande Prairie County No. 1,2021,Air Quality (percent high-quality hours),8,Low Quality,0.047
4819006,Grande Prairie County No. 1,2022,Air Quality (percent high-quality hours),8,Low Quality,0.024
4812002,Cold Lake,2011,Air Quality (percent high-quality hours),8,Low Quality,0.048
4812002,Cold Lake,2012,Air Quality (percent high-quality hours),8,Low Quality,0.04
4812002,Cold Lake,2014,Air Quality (percent high-quality hours),8,Low Quality,0.027
4812002,Cold Lake,2015,Air Quality (percent high-quality hours),8,Low Quality,0.158
4812002,Cold Lake,2016,Air Quality (percent high-quality hours),8,Low Quality,0.012
4812002,Cold Lake,2017,Air Quality (percent high-quality hours),8,Low Quality,0.024
4812002,Cold Lake,2018,Air Quality (percent high-quality hours),8,Low Quality,0.28200000000000003
4812002,Cold Lake,2021,Air Quality (percent high-quality hours),8,Low Quality,0.151
4812004,Bonnyville No. 87,2021,Air Quality (percent high-quality hours),8,Low Quality,0.082
4812014,St. Paul County No. 19,2011,Air Quality (percent high-quality hours),8,Low Quality,0.012
4812014,St. Paul County No. 19,2012,Air Quality (percent high-quality hours),8,Low Quality,0.058
4812014,St. Paul County No. 19,2014,Air Quality (percent high-quality hours),8,Low Quality,0.021
4812014,St. Paul County No. 19,2015,Air Quality (percent high-quality hours),8,Low Quality,0.123
4812014,St. Paul County No. 19,2017,Air Quality (percent high-quality hours),8,Low Quality,0.013
4812014,St. Paul County No. 19,2018,Air Quality (percent high-quality hours),8,Low Quality,0.095
4812014,St. Paul County No. 19,2021,Air Quality (percent high-quality hours),8,Low Quality,0.024
4819071,Peace No. 135,2022,Air Quality (percent high-quality hours),8,Low Quality,0.047
4816037,Wood Buffalo,2011,Air Quality (percent high-quality hours),8,Low Quality,0.23800000000000002
4816037,Wood Buffalo,2012,Air Quality (percent high-quality hours),8,Low Quality,0.034999999999999996
4816037,Wood Buffalo,2013,Air Quality (percent high-quality hours),8,Low Quality,0.02
4816037,Wood Buffalo,2014,Air Quality (percent high-quality hours),8,Low Quality,0.062
4816037,Wood Buffalo,2015,Air Quality (percent high-quality hours),8,Low Quality,0.198
4816037,Wood Buffalo,2016,Air Quality (percent high-quality hours),8,Low Quality,0.17099999999999999
4816037,Wood Buffalo,2017,Air Quality (percent high-quality hours),8,Low Quality,0.016
4816037,Wood Buffalo,2018,Air Quality (percent high-quality hours),8,Low Quality,0.145
4816037,Wood Buffalo,2019,Air Quality (percent high-quality hours),8,Low Quality,0.078
4816037,Wood Buffalo,2020,Air Quality (percent high-quality hours),8,Low Quality,0.008
4816037,Wood Buffalo,2021,Air Quality (percent high-quality hours),8,Low Quality,0.091
4816037,Wood Buffalo,2022,Air Quality (percent high-quality hours),8,Low Quality,0.024
4810066,Bruderheim,2011,Air Quality (percent high-quality hours),8,Low Quality,0.034999999999999996
4810066,Bruderheim,2012,Air Quality (percent high-quality hours),8,Low Quality,0.048
4810066,Bruderheim,2013,Air Quality (percent high-quality hours),8,Low Quality,0.094
4810066,Bruderheim,2015,Air Quality (percent high-quality hours),8,Low Quality,0.058
4810066,Bruderheim,2016,Air Quality (percent high-quality hours),8,Low Quality,0.025
4810066,Bruderheim,2018,Air Quality (percent high-quality hours),8,Low Quality,0.479
4810066,Bruderheim,2019,Air Quality (percent high-quality hours),8,Low Quality,0.106
4810066,Bruderheim,2021,Air Quality (percent high-quality hours),8,Low Quality,0.023
4810068,Improvement District No. 13 Elk Island,2014,Air Quality (percent high-quality hours),8,Low Quality,0.026
4810068,Improvement District No. 13 Elk Island,2015,Air Quality (percent high-quality hours),8,Low Quality,0.034999999999999996
4810068,Improvement District No. 13 Elk Island,2017,Air Quality (percent high-quality hours),8,Low Quality,0.036000000000000004
4810068,Improvement District No. 13 Elk Island,2018,Air Quality (percent high-quality hours),8,Low Quality,0.19
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),8,Low Quality,0.047
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),8,Low Quality,0.012
4811012,Leduc County,2012,Air Quality (percent high-quality hours),8,Low Quality,0.034999999999999996
4811012,Leduc County,2015,Air Quality (percent high-quality hours),8,Low Quality,0.104
4811012,Leduc County,2017,Air Quality (percent high-quality hours),8,Low Quality,0.012
4811012,Leduc County,2018,Air Quality (percent high-quality hours),8,Low Quality,0.35500000000000004
4811012,Leduc County,2019,Air Quality (percent high-quality hours),8,Low Quality,0.012
4811012,Leduc County,2021,Air Quality (percent high-quality hours),8,Low Quality,0.058
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),8,Low Quality,0.034999999999999996
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),8,Low Quality,0.012
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),8,Low Quality,0.053
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),8,Low Quality,0.14200000000000002
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),8,Low Quality,0.012
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),8,Low Quality,0.024
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),8,Low Quality,0.024
4810058,Lamont County,2012,Air Quality (percent high-quality hours),8,Low Quality,0.013
4810058,Lamont County,2014,Air Quality (percent high-quality hours),8,Low Quality,0.012
4810058,Lamont County,2015,Air Quality (percent high-quality hours),8,Low Quality,0.107
4810058,Lamont County,2016,Air Quality (percent high-quality hours),8,Low Quality,0.012
4810058,Lamont County,2017,Air Quality (percent high-quality hours),8,Low Quality,0.034999999999999996
4810058,Lamont County,2018,Air Quality (percent high-quality hours),8,Low Quality,0.164
4810058,Lamont County,2019,Air Quality (percent high-quality hours),8,Low Quality,0.006999999999999999
4810058,Lamont County,2021,Air Quality (percent high-quality hours),8,Low Quality,0.034999999999999996
4814003,Yellowhead County,2012,Air Quality (percent high-quality hours),8,Low Quality,0.017
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),8,Low Quality,0.054
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),8,Low Quality,0.015
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),8,Low Quality,0.013
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),8,Low Quality,0.036000000000000004
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),8,Low Quality,0.215
